,Tournament,Date,Series,Court,Surface,Round,Best of,source,Score,Sets,Power_Rating,target,Rank_Source,Rank_Target,Pts_Source,Pts_Target,Odd_Source,Odd_Target
53082,Argentina Open,15/02/2020,ATP250,Outdoor,Clay,Quarterfinals,3,Sousa P.,7-6 6-4    ,2,2,Monteiro T.,145,92,373,634,3.5,1.3
53083,Argentina Open,15/02/2020,ATP250,Outdoor,Clay,Semifinals,3,Ruud C.,6-4 5-7 1-6   ,3,4,Londero J.I.,45,69,1079,807,1.57,2.37
53084,Argentina Open,16/02/2020,ATP250,Outdoor,Clay,The Final,3,Ruud C.,6-1 6-4    ,2,2,Sousa P.,45,145,1079,373,1.14,5.5
53085,New York Open,10/02/2020,ATP250,Indoor,Hard,1st Round,3,Kecmanovic M.,4-6 2-6    ,2,2,Paul T.,54,70,921,778,2.2,1.61
53086,New York Open,10/02/2020,ATP250,Indoor,Hard,1st Round,3,Seppi A.,6-3 1-6 7-6   ,3,4,Dzumhur D.,98,100,601,594,2.0,1.72
53087,New York Open,11/02/2020,ATP250,Indoor,Hard,1st Round,3,Johnson S.,7-6 3-6 6-7   ,3,4,Sandgren T.,75,53,745,923,2.0,1.72
53088,New York Open,11/02/2020,ATP250,Indoor,Hard,1st Round,3,Thompson J.,6-3 7-6    ,2,2,Karlovic I.,63,122,843,436,1.72,2.0
53089,New York Open,11/02/2020,ATP250,Indoor,Hard,1st Round,3,Kwon S.W.,2-6 7-6 3-6   ,3,4,Soeda G.,84,112,672,500,1.61,2.2
53090,New York Open,11/02/2020,ATP250,Indoor,Hard,1st Round,3,Edmund K.,7-5 6-4    ,2,2,Uchiyama Y.,62,97,845,604,1.3,3.4
53091,New York Open,11/02/2020,ATP250,Indoor,Hard,1st Round,3,Lorenzi P.,6-4 4-6 0-6   ,3,4,Petrovic D.,116,159,472,328,1.83,1.83
53092,New York Open,11/02/2020,ATP250,Indoor,Hard,1st Round,3,Koepfer D.,6-4 6-3    ,2,2,Schnur B.,94,121,626,440,1.5,2.5
53093,New York Open,11/02/2020,ATP250,Indoor,Hard,1st Round,3,Nishioka Y.,3-6 6-0 2-6   ,3,4,Laaksonen H.,64,114,842,480,1.25,3.75
53094,New York Open,12/02/2020,ATP250,Indoor,Hard,1st Round,3,Jung J.,7-6 6-4    ,2,2,Anderson K.,131,120,400,445,3.4,1.3
53095,New York Open,12/02/2020,ATP250,Indoor,Hard,2nd Round,3,Kecmanovic M.,3-6 3-6    ,2,2,Lorenzi P.,54,116,921,472,1.28,3.5
53096,New York Open,12/02/2020,ATP250,Indoor,Hard,2nd Round,3,Seppi A.,7-6 6-3    ,2,2,Johnson S.,98,75,601,745,2.37,1.53
53097,New York Open,13/02/2020,ATP250,Indoor,Hard,2nd Round,3,Kwon S.W.,6-7 7-6 4-6   ,3,4,Raonic M.,84,32,672,1305,4.5,1.18
53098,New York Open,13/02/2020,ATP250,Indoor,Hard,2nd Round,3,Humbert U.,6-1 6-0    ,2,2,Giron M.,43,113,1121,483,1.28,3.5
53099,New York Open,13/02/2020,ATP250,Indoor,Hard,2nd Round,3,Edmund K.,2-6 4-6    ,2,2,Koepfer D.,62,94,845,626,1.4,2.75
53100,New York Open,13/02/2020,ATP250,Indoor,Hard,2nd Round,3,Jung J.,6-4 6-4    ,2,2,Norrie C.,131,59,400,885,1.9,1.8
53101,New York Open,13/02/2020,ATP250,Indoor,Hard,2nd Round,3,Opelka R.,4-6 4-6    ,2,2,Nishioka Y.,40,64,1152,842,1.53,2.37
53102,New York Open,14/02/2020,ATP250,Indoor,Hard,2nd Round,3,Thompson J.,7-6 6-7 6-3   ,3,4,Isner J.,63,18,843,1940,2.5,1.5
53103,New York Open,14/02/2020,ATP250,Indoor,Hard,Quarterfinals,3,Kecmanovic M.,6-3 2-6 4-6   ,3,4,Humbert U.,54,43,921,1121,2.1,1.72
53104,New York Open,14/02/2020,ATP250,Indoor,Hard,Quarterfinals,3,Edmund K.,3-6 6-2 7-6   ,3,4,Kwon S.W.,62,84,845,672,1.61,2.3
53105,New York Open,15/02/2020,ATP250,Indoor,Hard,Quarterfinals,3,Jung J.,7-5 4-6 4-6   ,3,4,Opelka R.,131,40,400,1152,3.4,1.33
53106,New York Open,15/02/2020,ATP250,Indoor,Hard,Quarterfinals,3,Seppi A.,6-7 6-4 6-1   ,3,4,Thompson J.,98,63,601,843,2.1,1.72
53107,New York Open,15/02/2020,ATP250,Indoor,Hard,Semifinals,3,Edmund K.,1-6 4-6    ,2,2,Kecmanovic M.,62,54,845,921,1.8,2.0
53108,New York Open,16/02/2020,ATP250,Indoor,Hard,Semifinals,3,Seppi A.,6-3 6-2    ,2,2,Jung J.,98,131,601,400,1.72,2.1
53109,New York Open,16/02/2020,ATP250,Indoor,Hard,The Final,3,Edmund K.,5-7 1-6    ,2,2,Seppi A.,62,98,845,601,1.36,3.2
53110,ABN AMRO World Tennis Tournament,10/02/2020,ATP500,Indoor,Hard,1st Round,3,Carreno Busta P.,7-5 6-7 6-4   ,3,4,Mannarino A.,30,44,1332,1111,1.72,2.0
53111,ABN AMRO World Tennis Tournament,10/02/2020,ATP500,Indoor,Hard,1st Round,3,Bautista Agut R.,6-4 6-7 1-6   ,3,4,Fucsovics M.,12,66,2360,832,1.53,2.37
53112,ABN AMRO World Tennis Tournament,10/02/2020,ATP500,Indoor,Hard,1st Round,3,Dimitrov G.,6-3 7-6    ,2,2,Shapovalov D.,22,16,1637,2120,1.83,1.83
53113,ABN AMRO World Tennis Tournament,10/02/2020,ATP500,Indoor,Hard,1st Round,3,Evans D.,3-6 5-7    ,2,2,Kohlschreiber P.,33,81,1296,700,2.0,1.72
53114,ABN AMRO World Tennis Tournament,11/02/2020,ATP500,Indoor,Hard,1st Round,3,Auger-Aliassime F.,6-3 1-6 6-3   ,3,4,Struff J.L.,21,34,1666,1270,2.1,1.66
